Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category,AQI Value_Normalized,CO AQI Value_Normalized,Ozone AQI Value_Normalized,NO2 AQI Value_Normalized,PM2.5 AQI Value_Normalized
belgium,middelkerke,38,good,1,good,33,good,2,good,38,good,0.06477732793522267,0.007518796992481203,0.14042553191489363,0.02197802197802198,0.076
germany,monheim,45,good,1,good,25,good,4,good,45,good,0.07894736842105263,0.007518796992481203,0.10638297872340426,0.04395604395604396,0.09
switzerland,monthey,63,moderate,1,good,29,good,1,good,63,moderate,0.11538461538461539,0.007518796992481203,0.12340425531914893,0.01098901098901099,0.126
united states of america,mount dora,69,moderate,1,good,12,good,13,good,69,moderate,0.12753036437246965,0.007518796992481203,0.05106382978723405,0.14285714285714288,0.138
india,munak,166,unhealthy,2,good,141,unhealthy for sensitive groups,1,good,166,unhealthy,0.32388663967611336,0.015037593984962405,0.6,0.01098901098901099,0.332
india,naenwa,176,unhealthy,1,good,43,good,0,good,176,unhealthy,0.3441295546558705,0.007518796992481203,0.18297872340425533,0.0,0.352
hungary,nagykallo,66,moderate,1,good,37,good,1,good,66,moderate,0.12145748987854252,0.007518796992481203,0.1574468085106383,0.01098901098901099,0.132
united states of america,new brunswick,61,moderate,2,good,15,good,19,good,61,moderate,0.11133603238866396,0.015037593984962405,0.06382978723404255,0.2087912087912088,0.122
india,nihtaur,166,unhealthy,3,good,166,unhealthy,1,good,140,unhealthy for sensitive groups,0.32388663967611336,0.022556390977443608,0.7063829787234043,0.01098901098901099,0.28
china,ningbo,205,very unhealthy,5,good,205,very unhealthy,4,good,151,unhealthy,0.402834008097166,0.03759398496240601,0.8723404255319149,0.04395604395604396,0.302
brazil,niteroi,160,unhealthy,5,good,1,good,23,good,160,unhealthy,0.3117408906882591,0.03759398496240601,0.00425531914893617,0.2527472527472528,0.32
poland,ketrzyn,36,good,0,good,33,good,0,good,36,good,0.060728744939271245,0.0,0.14042553191489363,0.0,0.07200000000000001
india,khem karan,156,unhealthy,2,good,132,unhealthy for sensitive groups,1,good,156,unhealthy,0.30364372469635625,0.015037593984962405,0.5617021276595745,0.01098901098901099,0.312
serbia,kikinda,87,moderate,1,good,40,good,2,good,87,moderate,0.16396761133603238,0.007518796992481203,0.1702127659574468,0.02197802197802198,0.17400000000000002
india,kiratpur,169,unhealthy,3,good,169,unhealthy,1,good,141,unhealthy for sensitive groups,0.3299595141700405,0.022556390977443608,0.7191489361702128,0.01098901098901099,0.28200000000000003
united republic of tanzania,kitama,28,good,0,good,21,good,0,good,28,good,0.04453441295546559,0.0,0.08936170212765958,0.0,0.056
russian federation,kolchugino,49,good,1,good,22,good,9,good,49,good,0.08704453441295547,0.007518796992481203,0.09361702127659574,0.09890109890109891,0.098
burkina faso,kombissiri,38,good,2,good,12,good,1,good,38,good,0.06477732793522267,0.015037593984962405,0.05106382978723405,0.01098901098901099,0.076
norway,kongsberg,35,good,0,good,35,good,0,good,17,good,0.058704453441295545,0.0,0.14893617021276595,0.0,0.034
greece,korinthos,41,good,1,good,41,good,0,good,31,good,0.0708502024291498,0.007518796992481203,0.17446808510638298,0.0,0.062
uzbekistan,kosonsoy,95,moderate,1,good,54,moderate,0,good,95,moderate,0.18016194331983806,0.007518796992481203,0.2297872340425532,0.0,0.19
south africa,ladybrand,80,moderate,3,good,13,good,2,good,80,moderate,0.14979757085020243,0.022556390977443608,0.055319148936170216,0.02197802197802198,0.16
thailand,laem sing,43,good,1,good,22,good,0,good,43,good,0.07489878542510121,0.007518796992481203,0.09361702127659574,0.0,0.08600000000000001
sweden,norrtalje,30,good,1,good,29,good,0,good,30,good,0.048582995951417005,0.007518796992481203,0.12340425531914893,0.0,0.06
united kingdom of great britain and northern ireland,northwich,42,good,1,good,29,good,4,good,42,good,0.0728744939271255,0.007518796992481203,0.12340425531914893,0.04395604395604396,0.084
ukraine,nova kakhovka,45,good,1,good,45,good,0,good,6,good,0.07894736842105263,0.007518796992481203,0.19148936170212766,0.0,0.012
russian federation,novaya usman,34,good,1,good,34,good,1,good,25,good,0.05668016194331983,0.007518796992481203,0.1446808510638298,0.01098901098901099,0.05
russian federation,novotroitsk,39,good,1,good,39,good,0,good,27,good,0.06680161943319837,0.007518796992481203,0.16595744680851063,0.0,0.054
philippines,obando,64,moderate,1,good,23,good,1,good,64,moderate,0.11740890688259109,0.007518796992481203,0.09787234042553192,0.01098901098901099,0.128
united states of america,oildale,52,moderate,2,good,12,good,15,good,52,moderate,0.09311740890688258,0.015037593984962405,0.05106382978723405,0.16483516483516486,0.10400000000000001
china,jinchang,121,unhealthy for sensitive groups,0,good,62,moderate,0,good,121,unhealthy for sensitive groups,0.23279352226720648,0.0,0.26382978723404255,0.0,0.242
united states of america,justice,58,moderate,2,good,30,good,13,good,58,moderate,0.10526315789473684,0.015037593984962405,0.1276595744680851,0.14285714285714288,0.116
sierra leone,kabala,37,good,1,good,16,good,0,good,37,good,0.06275303643724696,0.007518796992481203,0.06808510638297872,0.0,0.074
japan,kainan,45,good,1,good,45,good,1,good,22,good,0.07894736842105263,0.007518796992481203,0.19148936170212766,0.01098901098901099,0.044
japan,kamiichi,42,good,1,good,42,good,1,good,19,good,0.0728744939271255,0.007518796992481203,0.17872340425531916,0.01098901098901099,0.038
japan,kaminoyama,36,good,1,good,36,good,1,good,12,good,0.060728744939271245,0.007518796992481203,0.15319148936170213,0.01098901098901099,0.024
united republic of tanzania,morogoro,56,moderate,1,good,14,good,0,good,56,moderate,0.10121457489878542,0.007518796992481203,0.059574468085106386,0.0,0.112
united republic of tanzania,musoma,46,good,1,good,19,good,0,good,46,good,0.08097165991902834,0.007518796992481203,0.08085106382978724,0.0,0.092
democratic republic of the congo,mwene ditu,85,moderate,2,good,31,good,1,good,85,moderate,0.15991902834008098,0.015037593984962405,0.13191489361702127,0.01098901098901099,0.17
india,nahan,427,hazardous,1,good,106,unhealthy for sensitive groups,1,good,379,hazardous,0.8522267206477733,0.007518796992481203,0.451063829787234,0.01098901098901099,0.758
japan,nakamura,48,good,1,good,48,good,0,good,28,good,0.08502024291497975,0.007518796992481203,0.2042553191489362,0.0,0.056
zambia,nakonde,19,good,0,good,16,good,0,good,19,good,0.026315789473684213,0.0,0.06808510638297872,0.0,0.038
belgium,namur,35,good,1,good,30,good,3,good,35,good,0.058704453441295545,0.007518796992481203,0.1276595744680851,0.03296703296703297,0.07
colombia,natagaima,45,good,1,good,10,good,1,good,45,good,0.07894736842105263,0.007518796992481203,0.0425531914893617,0.01098901098901099,0.09
united states of america,new brighton,46,good,1,good,32,good,9,good,46,good,0.08097165991902834,0.007518796992481203,0.13617021276595745,0.09890109890109891,0.092
united states of america,newberry,65,moderate,2,good,26,good,4,good,65,moderate,0.11943319838056679,0.015037593984962405,0.11063829787234043,0.04395604395604396,0.13
belgium,nijlen,38,good,1,good,29,good,3,good,38,good,0.06477732793522267,0.007518796992481203,0.12340425531914893,0.03296703296703297,0.076
india,nilokheri,500,hazardous,1,good,46,good,1,good,500,hazardous,1.0,0.007518796992481203,0.19574468085106383,0.01098901098901099,1.0
germany,donzdorf,29,good,0,good,29,good,2,good,29,good,0.04655870445344129,0.0,0.12340425531914893,0.02197802197802198,0.058
united kingdom of great britain and northern ireland,dorchester,35,good,0,good,31,good,1,good,35,good,0.058704453441295545,0.0,0.13191489361702127,0.01098901098901099,0.07
united states of america,easthampton,44,good,1,good,44,good,1,good,29,good,0.07692307692307693,0.007518796992481203,0.18723404255319148,0.01098901098901099,0.058
austria,eisenstadt,44,good,1,good,30,good,1,good,44,good,0.07692307692307693,0.007518796992481203,0.1276595744680851,0.01098901098901099,0.088
united states of america,elk river,43,good,1,good,30,good,11,good,43,good,0.07489878542510121,0.007518796992481203,0.1276595744680851,0.1208791208791209,0.08600000000000001
central african republic,mobaye,79,moderate,2,good,9,good,0,good,79,moderate,0.14777327935222673,0.015037593984962405,0.03829787234042553,0.0,0.158
ghana,sunyani,54,moderate,1,good,18,good,0,good,54,moderate,0.09716599190283401,0.007518796992481203,0.07659574468085106,0.0,0.108
hungary,szigetszentmiklos,63,moderate,1,good,42,good,1,good,63,moderate,0.11538461538461539,0.007518796992481203,0.17872340425531916,0.01098901098901099,0.126
brazil,tambau,52,moderate,1,good,3,good,2,good,52,moderate,0.09311740890688258,0.007518796992481203,0.012765957446808512,0.02197802197802198,0.10400000000000001
pakistan,tando ghulam ali,156,unhealthy,1,good,43,good,0,good,156,unhealthy,0.30364372469635625,0.007518796992481203,0.18297872340425533,0.0,0.312
brazil,tapes,20,good,0,good,20,good,0,good,9,good,0.02834008097165992,0.0,0.0851063829787234,0.0,0.018000000000000002
germany,viersen,53,moderate,1,good,27,good,6,good,53,moderate,0.0951417004048583,0.007518796992481203,0.1148936170212766,0.06593406593406594,0.106
netherlands,vlaardingen,54,moderate,1,good,36,good,5,good,54,moderate,0.09716599190283401,0.007518796992481203,0.15319148936170213,0.05494505494505495,0.108
panama,volcan,55,moderate,2,good,11,good,5,good,55,moderate,0.09919028340080971,0.015037593984962405,0.04680851063829787,0.05494505494505495,0.11
germany,waltrop,60,moderate,1,good,25,good,9,good,60,moderate,0.10931174089068826,0.007518796992481203,0.10638297872340426,0.09890109890109891,0.12
democratic republic of the congo,wamba,33,good,1,good,12,good,0,good,33,good,0.05465587044534413,0.007518796992481203,0.05106382978723405,0.0,0.066
somalia,wanlaweyn,29,good,0,good,25,good,0,good,29,good,0.04655870445344129,0.0,0.10638297872340426,0.0,0.058
algeria,warqla,126,unhealthy for sensitive groups,1,good,51,moderate,0,good,126,unhealthy for sensitive groups,0.24291497975708504,0.007518796992481203,0.2170212765957447,0.0,0.252
china,huanren,55,moderate,3,good,55,moderate,0,good,53,moderate,0.09919028340080971,0.022556390977443608,0.23404255319148937,0.0,0.106
mexico,huauchinango,183,unhealthy,4,good,4,good,10,good,183,unhealthy,0.3582995951417004,0.03007518796992481,0.01702127659574468,0.1098901098901099,0.366
united states of america,huntsville,75,moderate,1,good,21,good,5,good,75,moderate,0.13967611336032387,0.007518796992481203,0.08936170212765958,0.05494505494505495,0.15
brazil,ibimirim,21,good,0,good,12,good,1,good,21,good,0.030364372469635626,0.0,0.05106382978723405,0.01098901098901099,0.042
nigeria,ilawe,124,unhealthy for sensitive groups,4,good,25,good,3,good,124,unhealthy for sensitive groups,0.23886639676113358,0.03007518796992481,0.10638297872340426,0.03296703296703297,0.248
russian federation,ostrogozhsk,33,good,1,good,33,good,0,good,18,good,0.05465587044534413,0.007518796992481203,0.14042553191489363,0.0,0.036000000000000004
spain,osuna,30,good,1,good,22,good,3,good,30,good,0.048582995951417005,0.007518796992481203,0.09361702127659574,0.03296703296703297,0.06
brazil,ouro branco,63,moderate,2,good,3,good,6,good,63,moderate,0.11538461538461539,0.015037593984962405,0.012765957446808512,0.06593406593406594,0.126
chile,ovalle,49,good,1,good,8,good,6,good,49,good,0.08704453441295547,0.007518796992481203,0.03404255319148936,0.06593406593406594,0.098
gabon,oyem,40,good,2,good,23,good,0,good,40,good,0.06882591093117409,0.015037593984962405,0.09787234042553192,0.0,0.08
india,palasa,139,unhealthy for sensitive groups,2,good,37,good,2,good,139,unhealthy for sensitive groups,0.2692307692307692,0.015037593984962405,0.1574468085106383,0.02197802197802198,0.278
mexico,palenque,77,moderate,2,good,11,good,3,good,77,moderate,0.1437246963562753,0.015037593984962405,0.04680851063829787,0.03296703296703297,0.154
united states of america,paradise,52,moderate,2,good,23,good,8,good,52,moderate,0.09311740890688258,0.015037593984962405,0.09787234042553192,0.08791208791208792,0.10400000000000001
brazil,paraiba do sul,74,moderate,2,good,9,good,7,good,74,moderate,0.13765182186234817,0.015037593984962405,0.03829787234042553,0.07692307692307693,0.148
brazil,passos,68,moderate,2,good,4,good,3,good,68,moderate,0.12550607287449392,0.015037593984962405,0.01702127659574468,0.03296703296703297,0.136
ukraine,pavlohrad,39,good,1,good,39,good,0,good,10,good,0.06680161943319837,0.007518796992481203,0.16595744680851063,0.0,0.02
france,pessac,54,moderate,1,good,38,good,1,good,54,moderate,0.09716599190283401,0.007518796992481203,0.16170212765957448,0.01098901098901099,0.108
italy,pianoro,33,good,1,good,33,good,3,good,20,good,0.05465587044534413,0.007518796992481203,0.14042553191489363,0.03296703296703297,0.04
united states of america,pine bluff,68,moderate,1,good,25,good,4,good,68,moderate,0.12550607287449392,0.007518796992481203,0.10638297872340426,0.04395604395604396,0.136
poland,piotrkow trybunalski,78,moderate,1,good,27,good,4,good,78,moderate,0.145748987854251,0.007518796992481203,0.1148936170212766,0.04395604395604396,0.156
greece,pirgos,47,good,1,good,40,good,0,good,47,good,0.08299595141700404,0.007518796992481203,0.1702127659574468,0.0,0.094
jamaica,portmore,64,moderate,1,good,20,good,3,good,64,moderate,0.11740890688259109,0.007518796992481203,0.0851063829787234,0.03296703296703297,0.128
south africa,potgietersrus,59,moderate,2,good,15,good,3,good,59,moderate,0.10728744939271255,0.015037593984962405,0.06382978723404255,0.03296703296703297,0.11800000000000001
slovakia,presov,76,moderate,1,good,35,good,2,good,76,moderate,0.1417004048582996,0.007518796992481203,0.14893617021276595,0.02197802197802198,0.152
uzbekistan,pskent,101,unhealthy for sensitive groups,1,good,61,moderate,1,good,101,unhealthy for sensitive groups,0.19230769230769232,0.007518796992481203,0.25957446808510637,0.01098901098901099,0.202
china,puli,148,unhealthy for sensitive groups,2,good,148,unhealthy for sensitive groups,5,good,100,unhealthy for sensitive groups,0.2874493927125506,0.015037593984962405,0.6297872340425532,0.05494505494505495,0.2
india,pushkar,177,unhealthy,1,good,36,good,0,good,177,unhealthy,0.34615384615384615,0.007518796992481203,0.15319148936170213,0.0,0.354
china,qinggang,105,unhealthy for sensitive groups,2,good,90,moderate,0,good,105,unhealthy for sensitive groups,0.20040485829959515,0.015037593984962405,0.3829787234042553,0.0,0.21
china,qixingtai,131,unhealthy for sensitive groups,2,good,131,unhealthy for sensitive groups,2,good,68,moderate,0.25303643724696356,0.015037593984962405,0.5574468085106383,0.02197802197802198,0.136
germany,reichenbach,51,moderate,1,good,28,good,3,good,51,moderate,0.09109311740890688,0.007518796992481203,0.11914893617021277,0.03296703296703297,0.10200000000000001
united states of america,reno,28,good,1,good,25,good,5,good,28,good,0.04453441295546559,0.007518796992481203,0.10638297872340426,0.05494505494505495,0.056
austria,ried,61,moderate,1,good,39,good,1,good,61,moderate,0.11133603238866396,0.007518796992481203,0.16595744680851063,0.01098901098901099,0.122
italy,rivarolo canavese,86,moderate,1,good,40,good,2,good,86,moderate,0.16194331983805668,0.007518796992481203,0.1702127659574468,0.02197802197802198,0.17200000000000001
czechia,rychnov nad kneznou,64,moderate,1,good,23,good,3,good,64,moderate,0.11740890688259109,0.007518796992481203,0.09787234042553192,0.03296703296703297,0.128
france,saint remy de provence,65,moderate,1,good,31,good,3,good,65,moderate,0.11943319838056679,0.007518796992481203,0.13191489361702127,0.03296703296703297,0.13
france,sainte suzanne,41,good,1,good,26,good,0,good,41,good,0.0708502024291498,0.007518796992481203,0.11063829787234043,0.0,0.082
austria,salzburg,70,moderate,1,good,34,good,1,good,70,moderate,0.12955465587044535,0.007518796992481203,0.1446808510638298,0.01098901098901099,0.14
mexico,san buenaventura,58,moderate,1,good,19,good,1,good,58,moderate,0.10526315789473684,0.007518796992481203,0.08085106382978724,0.01098901098901099,0.116
mexico,san salvador el seco,111,unhealthy for sensitive groups,2,good,13,good,6,good,111,unhealthy for sensitive groups,0.2125506072874494,0.015037593984962405,0.055319148936170216,0.06593406593406594,0.222
united states of america,san sebastian,132,unhealthy for sensitive groups,1,good,24,good,0,good,132,unhealthy for sensitive groups,0.2550607287449393,0.007518796992481203,0.1021276595744681,0.0,0.264
italy,santeramo in colle,39,good,1,good,37,good,5,good,39,good,0.06680161943319837,0.007518796992481203,0.1574468085106383,0.05494505494505495,0.078
brazil,sao francisco,19,good,0,good,12,good,0,good,19,good,0.026315789473684213,0.0,0.05106382978723405,0.0,0.038
brazil,sao jose dos pinhais,37,good,1,good,16,good,1,good,37,good,0.06275303643724696,0.007518796992481203,0.06808510638297872,0.01098901098901099,0.074
france,sarrebourg,63,moderate,1,good,20,good,4,good,63,moderate,0.11538461538461539,0.007518796992481203,0.0851063829787234,0.04395604395604396,0.126
